road,chainage,lrp,lat,lon,gap,type,name,length,id,model_type
N1,352.694,LRP357b,21.588583,92.0633056,,Culvert,Box culvert,326.0,876,link
N1,353.198,LRP358,21.5875274,92.0650278,,KmPost,"Cox,s Bazar 37 km",504.0,877,link
N1,353.298,LRP358a,21.5861941,92.0650278,,Culvert,Box culvert,100.0,878,link
N1,353.466,LRP358b,21.584833,92.0652222,,Culvert,Box culvert,168.0,879,link
N1,354.197,LRP359,21.5791938,92.0668049,,KmPost,Cox's Bazar 36 km,731.0,880,link
N1,354.326,LRP359a,21.5769993,92.0697216,,Culvert,Box culvert,129.0,881,link
N1,355.167,LRP360,21.5717216,92.0718049,,KmPost,"Cox,s Bazar 35 km",841.0,882,link
N1,355.861,LRP360a,21.564,92.0702493,,Culvert,Box Culvert,694.0,883,link
N1,356.187,LRP361,21.5629444,92.0700271,,KmPost,"Cox,s Bazar 34 km",326.0,884,link
N1,356.322,LRP361a,21.5618056,92.0696382,,Culvert,Box Culvert,135.0,885,link
N1,356.443,LRP361b,21.5608333,92.0692771,,Culvert,Box Culvert,121.0,886,link
N1,357.189,LRP362,21.5555,92.0679716,,KmPost,"Cos,x Bazar 33 km",746.0,887,link
N1,357.385,LRP362a,21.5553056,92.067916,BS,Bridge,Bridge start,196.0,888,bridge
N1,357.437,LRP362b,21.5548889,92.0678049,BE,Bridge,Bridge end,52.0,889,link
N1,357.86,LRP362c,21.5484719,92.0670827,BS,Bridge,Bridge start,423.0,890,bridge
N1,357.906,LRP362d,21.548083,92.0670271,BE,Bridge,Bridge end,46.0,891,link
N1,358.089,LRP363,21.546583,92.0668327,,KmPost,"Cox,s Bazar 32 km",183.0,892,link
N1,358.976,LRP364,21.538333,92.0639722,,KmPost,Cox's Bazar 31km,887.0,893,link
N1,359.992,LRP365,21.5294993,92.0650278,,KmPost,Cox.s Bazar 30 km,1016.0,894,link
N1,360.025,LRP365a,21.5283049,92.0650833,,Culvert,Box culvert,33.0,895,link
N1,360.237,LRP365b,21.5264716,92.0651944,,Culvert,Box culvert,212.0,896,link
N1,360.581,LRP365c,21.5234716,92.0656111,BS,Bridge,Bridge start,344.0,897,bridge
N1,360.601,LRP365d,21.5233049,92.0656389,BE,Bridge,Bridge end,20.0,898,link
N1,360.74,LRP365e,21.5220827,92.0658611,,Culvert,Box culvert,139.0,899,link
N1,360.902,LRP366,21.520666,92.0661667,,KmPost,"Cox,s Bazar 29 km",162.0,900,link
N1,361.457,LRP366a,21.5161111,92.068166,,Culvert,Box culvert,555.0,901,link
N1,361.881,LRP366b,21.5126944,92.0698604,,Culvert,Box culvert,424.0,902,link
N1,361.908,LRP367,21.5125556,92.0699438,,KmPost,Cox.s Bazar 28 km,27.0,903,link
N1,362.42,LRP367a,21.5083889,92.0717493,,Culvert,Box culvert,512.0,904,link
N1,362.624,LRP367b,21.5069722,92.072916,,Culvert,Box culvert,204.0,905,link
N1,362.908,LRP368,21.505,92.0745549,,KmPost,Cox's Bazar 27km,284.0,906,link
N1,363.819,LRP368a,21.4974719,92.0765549,,Culvert,Box culvert,911.0,907,link
N1,363.908,LRP369,21.4968608,92.0769438,,KmPost,Cox's Bazar 26km,89.0,908,link
N1,363.956,LRP369a,21.4964441,92.077166,,Culvert,Box culvert,48.0,909,link
N1,364.861,LRP370,21.4901941,92.0818049,,KmPost,"Cox,s Bazar 25 km",905.0,910,link
N1,365.847,LRP371,21.4870274,92.0898052,,KmPost,"Cox,s Bazar 24 km",986.0,911,link
N1,366.121,LRP371a,21.4851386,92.091333,,Culvert,Box culvert,274.0,912,link
N1,366.821,LRP372,21.4793604,92.0938886,,KmPost,Cox.s Bazar 23 km,700.0,913,link
N1,367.179,LRP372a,21.4767771,92.0957497,,Culvert,Box culvert,358.0,914,link
N1,367.429,LRP372b,21.4750549,92.0971663,,Culvert,Box culvert,250.0,915,link
N1,367.951,LRP373,21.4713604,92.0997497,,KmPost,"Cox,s Bazar 22 km",522.0,916,link
N1,367.972,LRP373a,21.4712216,92.0998886,BS,Bridge,Bridge start,21.0,917,bridge
N1,368.031,LRP373b,21.4708049,92.1002222,BE,Bridge,Bridge end,59.0,918,link
N1,368.565,LRP373c,21.4667216,92.1025,,Culvert,Box culvert,534.0,919,link
N1,368.932,LRP374,21.4635833,92.1029167,,KmPost,"Cox,s Bazar 21 km",367.0,920,link
N1,369.901,LRP375,21.4564722,92.1038056,,KmPost,"Cox,s Bazar 20 km",969.0,921,link
N1,370.281,LRP375a,21.4545,92.10075,,Culvert,Box culvert,380.0,922,link
N1,370.703,LRP375b,21.4512778,92.0994441,,Culvert,Box culvert,422.0,923,link
N1,370.925,LRP376,21.4496108,92.0994997,,KmPost,"Cox,s Bazar 19 km",222.0,924,link
N1,370.982,LRP376a,21.4494719,92.0995274,,"SideRoad,Left","Z1001, Road to Naikkongchhari",57.0,925,link
N1,371.58,LRP376b,21.443833,92.1014167,,Culvert,Box culvert,598.0,926,link
N1,371.804,LRP376c,21.4421663,92.1008611,BS,Bridge,Bridge start,224.0,927,bridge
N1,371.86,LRP376d,21.4417497,92.1006667,BE,Bridge,Bridge end,56.0,928,link
N1,371.922,LRP377,21.4413608,92.1003611,,KmPost,"Cox,s Bazar 18 km",62.0,929,link
N1,372.389,LRP377a,21.4375552,92.0984997,,Culvert,Box culvert,467.0,930,link
N1,372.733,LRP377b,21.434583,92.0973886,,Culvert,Box culvert,344.0,931,link
N1,372.882,LRP378,21.4334441,92.0969997,,KmPost,"Cox,s Bazar 17 km",149.0,932,link
N1,373.167,LRP378a,21.4310271,92.0961941,,Culvert,Box culvert,285.0,933,link
N1,373.396,LRP378b,21.4290271,92.0954997,,Culvert,Box culvert,229.0,934,link
N1,373.475,LRP378c,21.4284993,92.0951941,,"SideRoad,Left",Ramu old Section (N109),79.0,935,link
N1,373.588,LRP378d,21.4283604,92.0941663,,Culvert,Box culvert,113.0,936,link
N1,373.872,LRP379,21.4281104,92.0914719,,KmPost,"Cox,s Bazar 16 km",284.0,937,link
N1,374.063,LRP379a,21.427916,92.0896108,BS,Bridge,Bridge start,191.0,938,bridge
N1,374.088,LRP379b,21.4278882,92.0893886,BE,Bridge,Bridge end,25.0,939,link
N1,374.649,LRP379c,21.4271104,92.084083,,Culvert,Box culvert,561.0,940,link
N1,374.856,LRP380,21.4269716,92.0821104,,KmPost,"Cox,s Bazar 15 km",207.0,941,link
N1,375.032,LRP380a,21.4267771,92.0804716,,Culvert,Box culvert,176.0,942,link
N1,375.416,LRP380b,21.4264716,92.0767771,,Culvert,Box culvert,384.0,943,link
N1,375.82,LRP381,21.4267216,92.0730827,,KmPost,"Cox,s Bazar 14 km",404.0,944,link
N1,376.081,LRP381a,21.427416,92.0707216,,Culvert,Box culvert,261.0,945,link
N1,376.82,LRP382,21.4276938,92.0643611,,KmPost,Cox's Bazar 13km,739.0,946,link
N1,376.951,LRP382a,21.4270827,92.0632778,,Culvert,Box culvert,131.0,947,link
N1,377.214,LRP382b,21.4273327,92.0608333,,Culvert,Box culvert,263.0,948,link
N1,377.551,LRP382c,21.4278882,92.0576667,,Culvert,Box culvert,337.0,949,link
N1,377.789,LRP382d,21.4280549,92.0554167,,Culvert,Box culvert,238.0,950,link
N1,377.818,LRP383,21.4280827,92.0551389,,KmPost,"Cox,s Bazar 12 km",29.0,951,link
N1,378.05,LRP383a,21.4280549,92.0529444,,Culvert,Box culvert,232.0,952,link
N1,378.513,LRP383b,21.4274993,92.0484441,BS,Bridge,Bridge start,463.0,953,bridge
N1,378.531,LRP383c,21.4275271,92.0483886,BE,Bridge,Bridge end,18.0,954,link
N1,378.803,LRP384,21.4287771,92.0461941,,KmPost,"Cox,s Bazar 11 km",272.0,955,link
N1,379.037,LRP384a,21.4295549,92.044083,,Culvert,Box culvert,234.0,956,link
N1,379.537,LRP384b,21.4298049,92.0392774,,Culvert,Box culvert,500.0,957,link
N1,379.791,LRP385,21.4296938,92.0368608,,KmPost,"Cox,s Bazar 10 km",254.0,958,link
N1,380.015,LRP385a,21.4289716,92.0348608,,Culvert,Box culvert,224.0,959,link
N1,380.377,LRP385b,21.4294438,92.0316104,BS,Bridge,Bridge start,362.0,960,bridge
N1,380.518,LRP385c,21.4300827,92.0304716,BE,Bridge,Bridge end,141.0,961,link
N1,380.651,LRP385d,21.430416,92.0293049,,Culvert,Box culvert,133.0,962,link
N1,380.757,LRP386,21.430166,92.0283604,,KmPost,"Cox,s Bazar 9 km",106.0,963,link
N1,380.803,LRP386a,21.4298882,92.0279716,,Culvert,Box culvert,46.0,964,link
N1,381.416,LRP386b,21.4262493,92.0235827,,Culvert,Box culvert,613.0,965,link
N1,381.481,LRP386c,21.4258604,92.023166,,"SideRoad,Right","N110,Link road-Cox' Bazar, (Labonir more)",65.0,966,link
N1,381.494,LRP387,21.4258049,92.0232493,,KmPost,Teknaf 79 km,13.0,967,link
N1,382.076,LRP387a,21.4225549,92.0274438,,Culvert,Box culvert,582.0,968,link
N1,382.147,LRP387b,21.4220827,92.0278604,,Culvert,Box culvert,71.0,969,link
N1,382.473,LRP388,21.4199716,92.0302493,,KmPost,"Teknaf 78 km,Uttia 24 km",326.0,970,link
N1,382.739,LRP388a,21.4191104,92.032416,,Culvert,Box culvert,266.0,971,link
N1,383.188,LRP388b,21.4165,92.0353052,,Culvert,Box culvert,449.0,972,link
N1,383.37,LRP388c,21.4156389,92.0367219,,Culvert,Box culvert,182.0,973,link
N1,383.505,LRP389,21.4150556,92.037833,,KmPost,"Teknaf 77 km,Uthia 23 km",135.0,974,link
N1,383.74,LRP389a,21.4135833,92.0393886,,Culvert,Box culvert,235.0,975,link
N1,384.107,LRP389b,21.4120556,92.039583,,Culvert,Box culvert,367.0,976,link
N1,384.279,LRP389c,21.4115,92.0438052,BS,Bridge,Bridge start,172.0,977,bridge
N1,384.327,LRP389d,21.4111667,92.0441108,BE,Bridge,Bridge end,48.0,978,link
N1,384.49,LRP389e,21.4103056,92.0453052,,Culvert,Box culvert,163.0,979,link
N1,384.547,LRP390,21.4101111,92.0458052,,KmPost,"Teknaf 76 km,Uthia 22 km",57.0,980,link
N1,384.79,LRP390a,21.41025,92.0480552,,Culvert,Box culvert,243.0,981,link
N1,385.115,LRP390b,21.4103333,92.0508333,,Culvert,Box culvert,325.0,982,link
N1,385.388,LRP390c,21.4094167,92.0531944,,Culvert,Box culvert,273.0,983,link
N1,385.568,LRP391,21.4090833,92.05475,,KmPost,"Teknaf 75 km,Uthia 21 km",180.0,984,link
N1,385.778,LRP391a,21.4079722,92.056,,Culvert,Box culvert,210.0,985,link
N1,385.947,LRP391b,21.4067222,92.0570556,,Culvert,Box culvert,169.0,986,link
N1,386.24,LRP391c,21.4058611,92.0594167,,Culvert,Box culvert,293.0,987,link
N1,386.508,LRP392,21.4040556,92.0619722,,KmPost,Km post missing,268.0,988,link
N1,386.665,LRP392a,21.4039167,92.0628333,,Culvert,Box culvert,157.0,989,link
N1,387.146,LRP392b,21.4008889,92.0658611,,Culvert,Box culvert,481.0,990,link
N1,387.409,LRP392c,21.3986941,92.0665556,BS,Bridge,Bridge start,263.0,991,bridge
N1,387.424,LRP392d,21.398583,92.0665833,BE,Bridge,Bridge end,15.0,992,link
N1,387.59,LRP392e,21.3971663,92.0668882,,Culvert,Box culvert,166.0,993,link
N1,387.609,LRP393,21.3969719,92.066916,,KmPost,"Teknaf 74 km,Uthia 20 km",19.0,994,link
N1,388.044,LRP393a,21.393333,92.068166,,Culvert,Box culvert,435.0,995,link
N1,388.528,LRP393b,21.3891108,92.0686938,BS,Bridge,Bridge start,484.0,996,bridge
N1,388.546,LRP393c,21.3889441,92.0688049,BE,Bridge,Bridge end,18.0,997,link
N1,388.603,LRP394,21.3885274,92.0692771,,KmPost,"Teknaf 73 km, Ukhia 19km",57.0,998,link
N1,388.751,LRP394a,21.3873052,92.0697771,,Culvert,Box culvert,148.0,999,link
N1,388.927,LRP394b,21.3858886,92.0704438,,Culvert,Box culvert,176.0,1000,link
N1,389.08,LRP394c,21.384583,92.0704993,,Culvert,Box culvert,153.0,1001,link
N1,389.156,LRP394d,21.3839441,92.0705827,,Culvert,Box culvert,76.0,1002,link
N1,389.308,LRP394e,21.3826938,92.0710271,,Culvert,Box culvert,152.0,1003,link
N1,389.476,LRP394f,21.3813049,92.0710827,,Culvert,Box culvert,168.0,1004,link
N1,389.506,LRP394g,21.3811104,92.0710827,,Culvert,Box culvert,30.0,1005,link
N1,389.685,LRP395,21.3796104,92.0706104,,KmPost,"Teknaf 72 km,Uthia 18 km",179.0,1006,link
N1,389.776,LRP395a,21.378916,92.0703327,,Culvert,Box culvert,91.0,1007,link
N1,389.93,LRP395b,21.3775827,92.0703604,,Culvert,Box culvert,154.0,1008,link
N1,389.969,LRP395c,21.3773882,92.0706104,,Culvert,Box culvert,39.0,1009,link
N1,390.151,LRP395d,21.3762216,92.0718049,,Culvert,Box culvert,182.0,1010,link
N1,390.316,LRP395e,21.3752493,92.0727771,,Culvert,Box culvert,165.0,1011,link
N1,390.431,LRP395f,21.3747771,92.0734993,,Culvert,Box culvert,115.0,1012,link
N1,390.496,LRP395g,21.3745549,92.0739716,,Culvert,Box culvert,65.0,1013,link
N1,390.669,LRP395h,21.3742493,92.0755271,,Culvert,Box culvert,173.0,1014,link
N1,390.685,LRP396,21.3742493,92.0756938,,KmPost,"Teknaf 71km, Ukhia 17km",16.0,1015,link
N1,390.843,LRP396a,21.3736938,92.0768327,,Culvert,Box culvert,158.0,1016,link
N1,390.926,LRP396b,21.3731938,92.0773327,,Culvert,Box culvert,83.0,1017,link
N1,391.155,LRP396c,21.3714993,92.0785549,,Culvert,Box culvert,229.0,1018,link
N1,391.361,LRP396d,21.3698327,92.0796104,,Culvert,Box culvert,206.0,1019,link
N1,391.623,LRP396e,21.3678882,92.0803327,,Culvert,Box culvert,262.0,1020,link
N1,391.757,LRP396f,21.3669438,92.0807771,,Culvert,Box culvert,134.0,1021,link
N1,391.841,LRP397,21.3662778,92.0810549,,KmPost,"Teknaf 70 km,Uthia 16 km",84.0,1022,link
N1,391.905,LRP397a,21.3657222,92.0812771,,Culvert,Box culvert,64.0,1023,link
N1,392.056,LRP397b,21.3644167,92.081416,,Culvert,Box culvert,151.0,1024,link
N1,392.397,LRP397c,21.3615,92.0806382,,Culvert,Box culvert,341.0,1025,link
N1,392.825,LRP397d,21.3580833,92.0790271,,Culvert,Box culvert,428.0,1026,link
N1,392.869,LRP398,21.35775,92.0790271,,KmPost,"Teknaf 69 km,Uthia 15 km",44.0,1027,link
N1,392.933,LRP398a,21.3571944,92.0791104,,Culvert,Box culvert,64.0,1028,link
N1,393.029,LRP398b,21.3563333,92.0790827,,Culvert,Box culvert,96.0,1029,link
N1,393.154,LRP398c,21.35525,92.0790827,,Culvert,Box culvert,125.0,1030,link
N1,393.459,LRP398d,21.3526667,92.0783327,,Culvert,Box culvert,305.0,1031,link
N1,393.876,LRP399,21.3490552,92.0784716,,KmPost,"Teknaf 68 km,Uthia 14 km",417.0,1032,link
N1,394.188,LRP399a,21.3463608,92.0790271,BS,Bridge,Bridge start,312.0,1033,bridge
N1,394.214,LRP399b,21.3461386,92.0789993,BE,Bridge,Bridge end,26.0,1034,link
N1,394.749,LRP399c,21.3414997,92.0788327,,Culvert,Box culvert,535.0,1035,link
N1,394.872,LRP400,21.3404997,92.0784993,,KmPost,"Teknaf 67 km,Uthia 13 km",123.0,1036,link
N1,395.14,LRP400a,21.3381941,92.078916,,Culvert,Box culvert,268.0,1037,link
N1,395.797,LRP400b,21.3324716,92.0790827,,Culvert,Box culvert,657.0,1038,link
N1,395.961,LRP401,21.3311104,92.0788604,,KmPost,"Teknaf 66 km,Uthia 12 km",164.0,1039,link
N1,396.119,LRP401a,21.3297771,92.0787771,BS,Bridge,Khulna Plong Bridge,158.0,1040,bridge
N1,396.151,LRP401b,21.3295271,92.0789438,BE,Bridge,Bridge end,32.0,1041,link
N1,396.98,LRP402,21.324666,92.084583,,KmPost,"Teknaf 65 km,Uthia 11 km",829.0,1042,link
N1,397.086,LRP402a,21.3241104,92.085333,BS,Bridge,Bridge start,106.0,1043,bridge
N1,397.141,LRP402b,21.3238049,92.0857219,BE,Bridge,Bridge end,55.0,1044,link
N1,397.651,LRP402c,21.3207493,92.0893052,,Culvert,Box culvert,510.0,1045,link
N1,397.988,LRP403,21.3187493,92.0916108,,KmPost,Km post broken,337.0,1046,link
N1,398.103,LRP403a,21.3179438,92.0921663,BS,Bridge,Bridge start,115.0,1047,bridge
N1,398.123,LRP403b,21.3177771,92.0922497,BE,Bridge,Bridge end,20.0,1048,link
N1,398.205,LRP403c,21.317666,92.0930274,,"SideRoad,Left",Road to Ramu(Z1009),82.0,1049,link
N1,398.918,LRP403d,21.3125,92.096333,BS,Bridge,Bridge start,713.0,1050,bridge
N1,398.97,LRP403e,21.3121944,92.0966941,BE,Bridge,Bridge end,52.0,1051,link
N1,398.994,LRP404,21.3120278,92.0969163,,KmPost,"Teknaf 63 km,Uthia 9 km",24.0,1052,link
N1,399.214,LRP404a,21.3101667,92.0974997,,"SideRoad,Left","Z1503, Maricha Dakbunglow Road",220.0,1053,link
N1,399.974,LRP404b,21.3039722,92.0967497,,Culvert,Box culvert,760.0,1054,link
N1,399.997,LRP405,21.3037778,92.0968052,,KmPost,"Teknaf 62 km,Uthia 8 km",23.0,1055,link
N1,400.552,LRP405a,21.2989441,92.0976108,,Culvert,Box culvert,555.0,1056,link
N1,400.978,LRP405b,21.2956386,92.0993886,BS,Bridge,Bridge start,426.0,1057,bridge
N1,401.052,LRP405c,21.2949997,92.0993886,BE,Bridge,Bridge end,74.0,1058,link
N1,401.06,LRP406,21.2949163,92.0994163,,KmPost,"Teknaf 61 km,Uthia 7 km",8.0,1059,link
N1,402.024,LRP407,21.2863608,92.1001667,,KmPost,"Teknaf 60 km,Uthia 6 km",964.0,1060,link
N1,402.299,LRP407a,21.2839441,92.1005278,,Culvert,Box culvert,275.0,1061,link
N1,402.435,LRP407b,21.282777512080536,92.10067986442952,BS,Bridge,Bridge start,136.0,1062,bridge
N1,402.448,LRP407c,21.282666,92.1006944,BE,Bridge,Bridge end,13.0,1063,link
N1,402.876,LRP407d,21.2790827,92.1019722,,Culvert,Box culvert,428.0,1064,link
N1,403.044,LRP408,21.277666,92.1026111,,KmPost,"Teknaf 59 km,Uthia 5 km",168.0,1065,link
N1,404.04,LRP409,21.2695827,92.1066111,,KmPost,"Teknaf 58 km,Uthia 4 km",996.0,1066,link
N1,404.055,LRP409a,21.2694716,92.1066667,,Culvert,Box culvert,15.0,1067,link
N1,404.347,LRP409b,21.2678604,92.1088333,BS,Bridge,Bridge start,292.0,1068,bridge
N1,404.373,LRP409c,21.2677493,92.109,BE,Bridge,Bridge end,26.0,1069,link
N1,404.954,LRP409d,21.2646111,92.1134444,,Culvert,Box Culvert,581.0,1070,link
N1,405.044,LRP410,21.2641111,92.1140833,,KmPost,"Teknaf 57 km,Uthia 3 km",90.0,1071,link
N1,405.058,LRP410a,21.2639722,92.1141944,BS,Bridge,Bridge start,14.0,1072,bridge
N1,405.103,LRP410b,21.2637222,92.1144722,BE,Bridge,Bridge end,45.0,1073,link
N1,405.337,LRP410c,21.2623611,92.1161667,BS,Bridge,Bridge start,234.0,1074,bridge
N1,405.355,LRP410d,21.26225,92.1163056,BE,Bridge,Bridge end,18.0,1075,link
N1,406.07,LRP411,21.2580278,92.1214438,,KmPost,"Teknaf 56 km,Uthia 2 km",715.0,1076,link
N1,406.294,LRP411a,21.2565556,92.122916,BS,Bridge,Bridge start,224.0,1077,bridge
N1,406.307,LRP411b,21.2565,92.1229716,BE,Bridge,Bridge end,13.0,1078,link
N1,406.546,LRP411c,21.2550278,92.1245827,,Culvert,Box culvert,239.0,1079,link
N1,406.796,LRP411d,21.2537778,92.1266382,,Culvert,Box culvert,250.0,1080,link
N1,407.072,LRP412,21.2521944,92.1286104,,KmPost,"Teknaf 55 km,Uthia 1 km",276.0,1081,link
N1,407.089,LRP412a,21.2521111,92.1287493,,Culvert,Box culvert,17.0,1082,link
N1,407.209,LRP412b,21.2504722,92.1307493,BS,Bridge,Bridge start,120.0,1083,bridge
N1,407.299,LRP412c,21.2504167,92.1307493,BE,Bridge,Bridge end,90.0,1084,link
N1,408.08,LRP412d,21.248083,92.1341108,BS,Bridge,Bridge start,781.0,1085,bridge
N1,408.093,LRP412e,21.2479997,92.1342219,BE,Bridge,Bridge end,13.0,1086,link
N1,408.134,LRP413,21.2462219,92.1364719,,KmPost,Teknaf 54 km,41.0,1087,link
N1,408.434,LRP413a,21.2447497,92.1389441,,"SideRoad,Left","Z1503, Maricha Dukbanglow road",300.0,1088,link
N1,408.817,LRP413b,21.242333,92.1413608,BS,Bridge,Bridge start,383.0,1089,bridge
N1,408.839,LRP413c,21.2422219,92.1415552,BE,Bridge,Bridge end,22.0,1090,link
N1,409.141,LRP414,21.2412497,92.1440552,,KmPost,Teknaf 53 km,302.0,1091,link
N1,410.121,LRP415,21.2357774,92.1511667,,KmPost,Teknaf 52 km,980.0,1092,link
N1,411.119,LRP416,21.236333,92.1586667,,KmPost,Teknaf 51km,998.0,1093,link
N1,412.129,LRP417,21.2283604,92.1617222,,KmPost,Teknaf 50 km,1010.0,1094,link
N1,412.394,LRP417a,21.2261382,92.1611667,,Culvert,Box culvert,265.0,1095,link
N1,412.603,LRP417b,21.2243327,92.1614444,,Culvert,Box culvert,209.0,1096,link
N1,413.131,LRP418,21.2198049,92.1618611,,KmPost,Info.Missing,528.0,1097,link
N1,413.531,LRP418a,21.2165556,92.1626944,,Culvert,Box culvert,400.0,1098,link
N1,413.834,LRP418b,21.2152778,92.1649722,,Culvert,Box culvert,303.0,1099,link
N1,414.03,LRP418c,21.2142778,92.166666,,Culvert,Box culvert,196.0,1100,link
N1,414.136,LRP419,21.21375,92.1674438,,KmPost,Teknaf 47km,106.0,1101,link
N1,414.264,LRP419a,21.2127222,92.1678882,,Culvert,Box culvert,128.0,1102,link
N1,414.508,LRP419b,21.2105833,92.1681382,,Culvert,Box culvert,244.0,1103,link
N1,414.608,LRP419c,21.2096944,92.168416,,Culvert,Box culvert,100.0,1104,link
N1,415.144,LRP420,21.2056389,92.1703327,,KmPost,Teknaf 46 km,536.0,1105,link
N1,415.671,LRP420a,21.2011389,92.170416,,Culvert,Box culvert,527.0,1106,link
N1,415.919,LRP420b,21.1989997,92.1703604,,Culvert,Box culvert,248.0,1107,link
N1,416.044,LRP420c,21.1977219,92.1705549,,"SideRoad,Left","Z1504, Ukhia Gundum Road",125.0,1108,link
N1,416.157,LRP421,21.1969441,92.1707493,,KmPost,Info.Missing,113.0,1109,link
N1,416.204,LRP421a,21.1965552,92.1708604,,Culvert,Box culvert,47.0,1110,link
N1,416.688,LRP421b,21.1925552,92.1697216,BS,Bridge,Bridge start,484.0,1111,bridge
N1,416.73,LRP421c,21.1923052,92.1695271,BE,Bridge,Bridge end,42.0,1112,link
N1,416.991,LRP421d,21.1906108,92.167916,,Culvert,Box culvert,261.0,1113,link
N1,417.164,LRP422,21.1897497,92.166666,,KmPost,Info.Missing,173.0,1114,link
N1,417.621,LRP422a,21.1866386,92.1638056,,Culvert,Box culvert,457.0,1115,link
N1,417.934,LRP422b,21.1859441,92.1610833,BS,Bridge,Bridge start,313.0,1116,bridge
N1,417.957,LRP422c,21.185833,92.1609167,BE,Bridge,Bridge end,23.0,1117,link
N1,418.19,LRP423,21.1843052,92.1594167,,KmPost,Info.Missing,233.0,1118,link
N1,418.889,LRP423a,21.178666,92.1574722,,Culvert,Box culvert,699.0,1119,link
N1,419.18,LRP424,21.1761938,92.1566111,,KmPost,Info.Missing,291.0,1120,link
N1,419.423,LRP424a,21.1742771,92.1557222,,Culvert,Box culvert,243.0,1121,link
N1,419.705,LRP424b,21.1718327,92.1551389,,Culvert,Box culvert,282.0,1122,link
N1,419.948,LRP424c,21.1698049,92.1545833,BS,Bridge,Bridge start,243.0,1123,bridge
N1,419.996,LRP424d,21.1694993,92.1543056,BE,Bridge,Bridge end,48.0,1124,link
N1,420.151,LRP424e,21.168416,92.1532778,,Culvert,Box culvert,155.0,1125,link
N1,420.261,LRP425,21.1677216,92.1527778,,KmPost,Info.Missing,110.0,1126,link
N1,420.326,LRP425a,21.1673327,92.1524167,,Culvert,Box culvert,65.0,1127,link
N1,420.579,LRP425b,21.1652222,92.1521667,BS,Bridge,Bridge start,253.0,1128,bridge
N1,420.611,LRP425c,21.1649444,92.1521944,BE,Bridge,Bridge end,32.0,1129,link
N1,420.806,LRP425d,21.16325,92.1522222,,Culvert,Box culvert,195.0,1130,link
N1,420.895,LRP425e,21.1624722,92.1522778,,Culvert,Box Culvert,89.0,1131,link
N1,421.131,LRP425f,21.1604167,92.1525,,Culvert,Box culvert,236.0,1132,link
N1,421.239,LRP426,21.1595,92.1526111,,KmPost,Info.Missing,108.0,1133,link
N1,421.26,LRP426a,21.1593056,92.1526111,,Culvert,Box culvert,21.0,1134,link
N1,421.333,LRP426b,21.1586667,92.1525,,Culvert,Box culvert,73.0,1135,link
N1,421.688,LRP426c,21.1556389,92.1527778,,Culvert,Box culvert,355.0,1136,link
N1,421.905,LRP426d,21.1537778,92.1528611,,Culvert,Box culvert,217.0,1137,link
N1,422.117,LRP426e,21.1521944,92.1535278,,Culvert,Box culvert,212.0,1138,link
N1,422.315,LRP427,21.1507222,92.1545,,KmPost,Info.Missing,198.0,1139,link
N1,422.853,LRP427a,21.147333,92.1574167,,Culvert,Box culvert,538.0,1140,link
N1,423.222,LRP427b,21.1442774,92.1586389,BS,Bridge,Bridge start,369.0,1141,bridge
N1,423.241,LRP427c,21.1441663,92.1586944,BE,Bridge,Bridge end,19.0,1142,link
N1,423.322,LRP428,21.1435274,92.1589722,,KmPost,Teknaf 38 km,81.0,1143,link
N1,423.57,LRP428a,21.1414997,92.1599167,BS,Bridge,Bridge start,248.0,1144,bridge
N1,423.631,LRP428b,21.1410552,92.1602222,BE,Bridge,Bridge end,61.0,1145,link
N1,424.234,LRP428c,21.1381108,92.1648611,,Culvert,Box culvert,603.0,1146,link
N1,424.35,LRP429,21.1379719,92.1659167,,KmPost,Info.Missing,116.0,1147,link
N1,424.473,LRP429a,21.137833,92.1671104,,Culvert,Box culvert,123.0,1148,link
N1,424.604,LRP429b,21.1375552,92.1683049,,Culvert,Box culvert,131.0,1149,link
N1,424.875,LRP429c,21.1372219,92.1708882,,Culvert,Box culvert,271.0,1150,link
N1,425.075,LRP429d,21.1371108,92.1727771,,Culvert,Box culvert,200.0,1151,link
N1,425.195,LRP429e,21.1368886,92.173916,BS,Bridge,Bridge start,120.0,1152,bridge
N1,425.225,LRP429f,21.1367219,92.1741382,BE,Bridge,Bridge end,30.0,1153,link
N1,425.353,LRP430,21.1363886,92.1752493,,KmPost,Info.Missing,128.0,1154,link
N1,425.385,LRP430a,21.1363608,92.1755549,,Culvert,Box culvert,32.0,1155,link
N1,425.598,LRP430b,21.1353886,92.1770827,,Culvert,Box culvert,213.0,1156,link
N1,426.092,LRP430c,21.1333886,92.1806938,BS,Bridge,Bridge start,494.0,1157,bridge
N1,426.109,LRP430d,21.1333608,92.1808327,BE,Bridge,Bridge end,17.0,1158,link
N1,426.285,LRP430e,21.1329438,92.1824438,,Culvert,Box culvert,176.0,1159,link
N1,426.382,LRP431,21.1326938,92.183333,,KmPost,Info.Missing,97.0,1160,link
N1,426.542,LRP431a,21.1319716,92.1846108,,Culvert,Box culvert,160.0,1161,link
N1,426.716,LRP431b,21.1309716,92.1856941,,Culvert,Box culvert,174.0,1162,link
N1,427.382,LRP432,21.1269438,92.1902219,,KmPost,Km post missing,666.0,1163,link
N1,427.394,LRP432a,21.1268327,92.1902774,,Culvert,Box culvert,12.0,1164,link
